DayOfWeek,TimeOfDay,Season,CustomerZipCode,StoreZipCode,OrderedQty,ItemID,ShippingOption,HasDiscount,IsPeakSeason,IsWeekend,Distance,Inventory,FulfillmentSuccess
Mon,Evening,Fall,57349,17870,7,Item3,Expedited,FALSE,FALSE,FALSE,1074.477746,76,1
Mon,Evening,Spring,45052,99356,41,Item1,Standard,FALSE,TRUE,TRUE,1853.022503,88,1
Wed,Afternoon,Spring,86020,64161,33,Item2,Overnight,FALSE,TRUE,TRUE,957.2387117,41,1
Mon,Afternoon,Summer,6082,49947,40,Item2,Standard,FALSE,FALSE,TRUE,895.7316847,83,1
Tue,Evening,Spring,38387,31513,39,Item1,Expedited,FALSE,FALSE,TRUE,441.5446127,60,0
Tue,Evening,Fall,76366,83424,18,Item2,Overnight,FALSE,TRUE,FALSE,968.0976335,90,0
Thu,Morning,Summer,13642,58626,40,Item1,Standard,TRUE,TRUE,TRUE,1315.106979,75,0
Sat,Evening,Fall,58254,60437,1,Item1,Expedited,TRUE,FALSE,TRUE,656.2697646,42,1
Sun,Afternoon,Spring,54447,70647,11,Item4,Expedited,FALSE,FALSE,FALSE,1032.319193,44,0
Fri,Morning,Fall,64093,1010,28,Item4,Expedited,TRUE,FALSE,FALSE,1150.836859,25,0
Mon,Afternoon,Fall,54729,16433,25,Item3,Expedited,TRUE,FALSE,FALSE,606.2046206,53,0
Mon,Night,Spring,29730,14608,23,Item4,Overnight,TRUE,TRUE,TRUE,598.9455262,82,1
Wed,Morning,Spring,33178,29565,31,Item2,Standard,FALSE,FALSE,FALSE,590.9801338,28,1
Sat,Afternoon,Summer,66740,14504,30,Item3,Standard,TRUE,FALSE,TRUE,1026.276477,79,0
Tue,Evening,Summer,67635,94957,42,Item3,Expedited,TRUE,TRUE,FALSE,1192.195444,68,0
Fri,Night,Winter,99722,10507,35,Item1,Standard,TRUE,FALSE,TRUE,3151.544424,70,0
Thu,Afternoon,Summer,24826,57031,7,Item4,Expedited,FALSE,TRUE,TRUE,906.0206399,79,0
Tue,Morning,Spring,83235,91732,16,Item1,Standard,TRUE,FALSE,TRUE,757.1741718,89,0
Sat,Afternoon,Fall,15357,72199,26,Item3,Standard,FALSE,FALSE,FALSE,760.7058668,56,0
Sun,Night,Fall,98340,15451,48,Item1,Standard,FALSE,TRUE,FALSE,2171.651237,50,1
Thu,Morning,Summer,47354,17727,49,Item2,Overnight,TRUE,TRUE,FALSE,416.3466941,60,0
Sun,Night,Summer,58853,35447,2,Item2,Expedited,TRUE,TRUE,TRUE,1304.323811,81,0
Wed,Afternoon,Spring,17406,7045,1,Item3,Overnight,FALSE,TRUE,FALSE,134.5607847,77,1
Wed,Evening,Fall,13495,72858,48,Item2,Standard,TRUE,FALSE,TRUE,1093.384278,33,0
Mon,Evening,Winter,72369,59484,12,Item4,Overnight,FALSE,TRUE,TRUE,1464.302722,55,0
Sun,Afternoon,Winter,65461,62056,5,Item3,Overnight,FALSE,TRUE,TRUE,163.7078949,55,1
Sat,Afternoon,Summer,2763,97048,37,Item4,Overnight,FALSE,TRUE,FALSE,2536.988363,98,1
Fri,Afternoon,Winter,95974,12804,32,Item2,Standard,FALSE,FALSE,TRUE,2468.679747,27,0
Thu,Morning,Spring,65788,43322,9,Item1,Overnight,TRUE,TRUE,FALSE,524.3074773,45,0
Tue,Night,Winter,79734,12305,41,Item4,Standard,FALSE,FALSE,TRUE,1846.726117,55,1
Sat,Night,Summer,32694,17847,35,Item4,Expedited,FALSE,TRUE,TRUE,830.3384493,67,1
Sat,Night,Spring,2382,28742,19,Item2,Standard,FALSE,TRUE,FALSE,780.52628,47,0
Wed,Afternoon,Fall,42166,25843,48,Item4,Standard,FALSE,FALSE,TRUE,256.5361401,87,1
Sun,Night,Spring,71068,80005,16,Item4,Standard,FALSE,FALSE,TRUE,839.6732564,81,1
Mon,Afternoon,Summer,22730,67337,3,Item1,Expedited,FALSE,FALSE,TRUE,955.0919426,99,1
Mon,Morning,Summer,29075,62930,20,Item3,Expedited,TRUE,TRUE,TRUE,467.7377636,95,1
Thu,Evening,Winter,97882,6422,24,Item2,Standard,TRUE,TRUE,FALSE,2316.598308,99,0
Wed,Afternoon,Winter,95962,54728,33,Item1,Standard,FALSE,TRUE,FALSE,1558.154657,70,0
Sat,Afternoon,Fall,40223,49802,24,Item1,Expedited,TRUE,FALSE,TRUE,536.4290152,61,0
Fri,Evening,Fall,11203,24221,11,Item3,Expedited,FALSE,FALSE,FALSE,561.3531464,48,0
Wed,Evening,Summer,30707,23156,49,Item3,Standard,TRUE,TRUE,FALSE,517.8513295,29,1
Thu,Morning,Summer,10570,83712,8,Item2,Expedited,FALSE,FALSE,FALSE,2142.531088,58,1
Thu,Night,Summer,99752,20723,36,Item2,Standard,FALSE,FALSE,TRUE,3628.265637,20,0
Wed,Afternoon,Fall,34714,92688,38,Item2,Standard,FALSE,TRUE,FALSE,2138.67228,58,0
Thu,Night,Summer,16680,83328,40,Item1,Standard,TRUE,TRUE,FALSE,1858.007999,40,0
Wed,Afternoon,Fall,88004,54931,20,Item4,Expedited,TRUE,TRUE,FALSE,1287.425309,84,0
Tue,Morning,Summer,35473,30474,35,Item3,Expedited,TRUE,TRUE,TRUE,308.8488184,34,1
Wed,Evening,Spring,55436,45656,48,Item2,Expedited,TRUE,TRUE,TRUE,692.1030925,23,0
Sun,Morning,Spring,58249,92801,25,Item2,Standard,FALSE,TRUE,FALSE,1442.429281,79,0
Wed,Evening,Summer,43750,24487,35,Item1,Standard,FALSE,TRUE,FALSE,161.2326124,80,1
Thu,Night,Spring,780,85911,25,Item2,Overnight,TRUE,TRUE,TRUE,2910.707305,39,0
Sun,Night,Fall,6763,85611,29,Item1,Standard,FALSE,TRUE,TRUE,2160.067415,29,1
Thu,Morning,Winter,89086,44260,18,Item4,Standard,TRUE,TRUE,FALSE,1838.174548,53,0
Mon,Evening,Spring,28714,5868,46,Item1,Overnight,FALSE,FALSE,TRUE,812.8834296,67,1
Mon,Morning,Winter,35216,29107,18,Item3,Standard,FALSE,TRUE,FALSE,326.5358697,52,1
Sun,Evening,Spring,65646,99901,2,Item1,Standard,TRUE,TRUE,TRUE,2160.972964,80,0
Tue,Evening,Fall,80921,94964,35,Item4,Expedited,TRUE,TRUE,TRUE,953.2595649,29,0
Mon,Night,Spring,99251,83314,16,Item4,Overnight,FALSE,FALSE,FALSE,350.9993101,73,1
Wed,Night,Spring,11023,86054,41,Item3,Expedited,TRUE,FALSE,TRUE,1991.674083,84,0
Thu,Evening,Summer,40734,67546,36,Item1,Overnight,FALSE,TRUE,TRUE,762.7357765,96,0
Mon,Evening,Winter,74942,23223,33,Item3,Standard,FALSE,TRUE,TRUE,995.6058389,20,0
Mon,Evening,Winter,88340,63629,4,Item4,Overnight,FALSE,TRUE,TRUE,859.7706682,24,0
Tue,Night,Fall,97233,52576,33,Item1,Expedited,FALSE,FALSE,TRUE,1544.246824,99,0
Sun,Night,Fall,49770,51452,14,Item2,Standard,FALSE,FALSE,TRUE,540.9502559,34,0
Sun,Afternoon,Winter,67132,33709,21,Item4,Expedited,FALSE,TRUE,TRUE,1058.847854,47,0
Sat,Evening,Summer,31098,18041,48,Item4,Overnight,FALSE,TRUE,TRUE,699.3150203,42,0
Tue,Afternoon,Summer,50420,39886,20,Item3,Overnight,FALSE,TRUE,FALSE,904.5222642,36,0
Wed,Evening,Winter,58545,95681,8,Item4,Overnight,TRUE,FALSE,TRUE,1145.408661,32,0
Sun,Night,Spring,46406,25304,7,Item3,Expedited,FALSE,FALSE,TRUE,382.7729655,33,1
Thu,Afternoon,Winter,30265,32776,3,Item1,Standard,FALSE,FALSE,FALSE,370.5926042,30,1
Tue,Afternoon,Spring,27291,92342,17,Item2,Standard,FALSE,TRUE,FALSE,2132.485682,47,1
Mon,Morning,Winter,96755,43450,33,Item2,Expedited,TRUE,FALSE,FALSE,4400.788496,61,0
Thu,Evening,Spring,46930,70615,48,Item3,Expedited,FALSE,TRUE,TRUE,819.1949733,80,1
Thu,Night,Summer,2446,85356,12,Item2,Expedited,TRUE,FALSE,TRUE,2422.754424,83,0
Mon,Morning,Winter,19046,6477,22,Item2,Standard,TRUE,TRUE,TRUE,135.9793829,50,1
Tue,Morning,Fall,62273,54738,22,Item4,Overnight,TRUE,TRUE,FALSE,412.7154122,92,1
Mon,Evening,Spring,28751,66014,46,Item4,Expedited,FALSE,TRUE,TRUE,681.145464,29,1
Sat,Morning,Summer,74134,67733,30,Item1,Expedited,FALSE,TRUE,FALSE,382.6085401,27,1
Thu,Evening,Fall,17052,93256,38,Item4,Overnight,FALSE,FALSE,TRUE,2243.864157,40,1
Fri,Morning,Summer,88318,54143,38,Item4,Standard,FALSE,TRUE,TRUE,1200.324025,96,0
Fri,Evening,Spring,55416,13774,45,Item4,Expedited,TRUE,FALSE,FALSE,931.5551265,78,0
Wed,Night,Winter,723,13654,8,Item4,Expedited,FALSE,FALSE,TRUE,1911.919018,69,0
Sun,Evening,Summer,27030,88422,27,Item2,Expedited,TRUE,FALSE,FALSE,1294.634358,88,1
Mon,Evening,Winter,79776,82630,27,Item2,Overnight,TRUE,FALSE,FALSE,838.1692816,89,0
Mon,Afternoon,Winter,55792,55375,34,Item2,Overnight,FALSE,TRUE,TRUE,196.0798548,49,1
Wed,Night,Summer,17371,65326,21,Item4,Overnight,FALSE,TRUE,FALSE,884.2377049,36,0
Wed,Night,Summer,7946,28649,30,Item2,Overnight,TRUE,FALSE,FALSE,469.5706044,94,1
Wed,Night,Summer,65705,64473,33,Item1,Standard,TRUE,TRUE,TRUE,218.7332874,39,0
Thu,Morning,Winter,5001,66946,28,Item1,Overnight,FALSE,TRUE,FALSE,1287.520601,67,0
Sat,Afternoon,Fall,59344,83874,47,Item4,Expedited,FALSE,TRUE,FALSE,535.175199,92,1
Mon,Night,Spring,34239,39366,33,Item2,Expedited,FALSE,FALSE,TRUE,498.4435675,21,0
Thu,Morning,Fall,96815,15038,5,Item1,Expedited,TRUE,FALSE,TRUE,4656.850486,56,1
Wed,Morning,Winter,92625,50046,48,Item3,Expedited,TRUE,TRUE,FALSE,1440.469499,20,1
Mon,Morning,Summer,64465,72414,19,Item4,Standard,TRUE,TRUE,TRUE,334.9141457,23,0
Thu,Afternoon,Summer,45843,27022,4,Item1,Standard,TRUE,TRUE,FALSE,344.6696053,73,1
Sat,Morning,Spring,13810,79344,35,Item1,Standard,FALSE,FALSE,TRUE,1620.218525,44,0
Thu,Afternoon,Spring,56762,75240,49,Item1,Standard,FALSE,FALSE,FALSE,1052.035355,22,0
Sat,Evening,Fall,38256,13783,17,Item3,Standard,FALSE,FALSE,TRUE,790.9522573,28,0
Wed,Morning,Fall,83332,45213,44,Item3,Standard,FALSE,FALSE,TRUE,1600.611103,95,0
Sat,Night,Spring,95054,30058,28,Item3,Overnight,FALSE,TRUE,FALSE,2126.899208,93,0
Mon,Morning,Winter,81155,24171,30,Item1,Standard,FALSE,FALSE,FALSE,1416.6644,53,1
Wed,Evening,Fall,16120,42071,29,Item3,Standard,TRUE,TRUE,FALSE,513.2259584,62,0
Mon,Evening,Summer,54173,22134,46,Item4,Expedited,FALSE,FALSE,FALSE,691.0999662,93,0
Fri,Morning,Summer,43311,96039,6,Item3,Expedited,TRUE,FALSE,FALSE,2047.738573,41,0
Tue,Evening,Winter,47993,18072,35,Item4,Standard,FALSE,TRUE,TRUE,638.1066437,89,0
Sat,Afternoon,Spring,11716,50434,41,Item1,Overnight,FALSE,TRUE,FALSE,1054.247564,21,1
Tue,Afternoon,Fall,3604,68966,37,Item2,Overnight,FALSE,FALSE,FALSE,1405.596324,85,1
Tue,Morning,Summer,37872,78940,24,Item4,Overnight,TRUE,FALSE,TRUE,818.8013156,51,0
Sat,Afternoon,Spring,55339,36604,29,Item4,Overnight,TRUE,TRUE,TRUE,1021.11178,35,1
Wed,Afternoon,Fall,24162,32428,49,Item4,Standard,TRUE,FALSE,FALSE,543.2568105,95,0
Fri,Night,Winter,11934,53571,46,Item1,Overnight,FALSE,FALSE,FALSE,864.6433583,20,0
Mon,Morning,Summer,36555,97068,31,Item4,Standard,TRUE,FALSE,FALSE,2140.475982,91,0
Thu,Evening,Winter,85027,77417,35,Item1,Standard,FALSE,TRUE,FALSE,991.6938313,67,0
Mon,Morning,Winter,15088,15827,33,Item4,Standard,FALSE,FALSE,FALSE,101.3567116,69,1
Thu,Afternoon,Winter,87714,48706,21,Item1,Standard,FALSE,TRUE,FALSE,1212.468099,32,0
Mon,Night,Fall,77655,43549,32,Item2,Standard,TRUE,FALSE,FALSE,962.6061372,34,0
Sat,Morning,Winter,60087,79015,23,Item1,Expedited,TRUE,FALSE,FALSE,913.3362381,72,0
Fri,Morning,Fall,48219,49101,33,Item1,Standard,TRUE,FALSE,TRUE,168.6181743,63,0
Thu,Afternoon,Fall,89040,66075,3,Item2,Standard,FALSE,TRUE,TRUE,1095.478301,27,0
Sun,Afternoon,Winter,43791,87108,18,Item1,Standard,TRUE,TRUE,FALSE,1377.558295,93,0
Wed,Morning,Winter,71725,17516,25,Item1,Expedited,FALSE,TRUE,FALSE,977.2476207,65,1
Mon,Afternoon,Spring,21849,15483,42,Item4,Expedited,FALSE,TRUE,TRUE,262.865984,88,1
Mon,Afternoon,Summer,11963,19119,31,Item1,Standard,TRUE,FALSE,TRUE,164.1463392,38,0
Thu,Afternoon,Spring,57428,22645,3,Item4,Overnight,FALSE,TRUE,FALSE,1176.265471,57,1
Wed,Afternoon,Summer,4108,93512,40,Item2,Standard,FALSE,FALSE,FALSE,2523.244823,30,0
Wed,Afternoon,Summer,98811,93219,46,Item1,Overnight,FALSE,TRUE,TRUE,820.4243725,62,0
Sat,Night,Spring,62519,35233,24,Item2,Overnight,TRUE,FALSE,TRUE,465.8516445,39,0
Sun,Afternoon,Spring,62356,13862,32,Item2,Standard,FALSE,FALSE,FALSE,810.7908174,39,0
Sat,Evening,Summer,53061,74636,47,Item3,Overnight,FALSE,FALSE,TRUE,696.6271314,40,1
Sat,Morning,Summer,69142,98908,22,Item1,Expedited,TRUE,TRUE,TRUE,1055.614541,76,0
Sat,Night,Summer,63012,97701,23,Item1,Standard,TRUE,FALSE,TRUE,1626.943697,69,1
Sat,Night,Fall,93637,25840,2,Item4,Expedited,FALSE,TRUE,TRUE,2126.819508,93,0
Sat,Afternoon,Summer,65714,29572,27,Item4,Expedited,TRUE,TRUE,FALSE,847.1800021,45,0
Fri,Morning,Winter,40870,13101,42,Item3,Standard,TRUE,FALSE,FALSE,542.3062479,49,1
Wed,Evening,Winter,99561,74574,2,Item3,Standard,FALSE,TRUE,TRUE,3465.090889,92,0
Sat,Afternoon,Winter,99704,17868,26,Item1,Standard,FALSE,TRUE,FALSE,3208.717664,50,0
Wed,Morning,Spring,93725,13134,17,Item1,Expedited,FALSE,FALSE,TRUE,2349.878943,61,0
Wed,Afternoon,Spring,85119,15323,40,Item3,Standard,TRUE,TRUE,FALSE,1772.033882,87,0
Tue,Afternoon,Spring,47917,15465,33,Item1,Expedited,TRUE,TRUE,FALSE,414.6495314,80,1
Fri,Afternoon,Summer,31204,61252,9,Item1,Overnight,FALSE,TRUE,FALSE,714.1765156,80,0
Sat,Afternoon,Winter,19538,29420,43,Item1,Standard,FALSE,FALSE,TRUE,579.1486922,89,0
Mon,Afternoon,Summer,60537,15610,48,Item3,Expedited,TRUE,TRUE,TRUE,489.5081153,97,1
Thu,Afternoon,Fall,29812,17225,39,Item3,Standard,FALSE,FALSE,TRUE,496.3829856,87,1
Sun,Afternoon,Fall,86054,62571,29,Item2,Expedited,FALSE,FALSE,FALSE,1189.39981,36,0
Mon,Evening,Spring,50456,59046,42,Item4,Expedited,TRUE,TRUE,FALSE,799.7387679,38,0
Fri,Night,Fall,80819,7114,26,Item2,Overnight,TRUE,FALSE,FALSE,1631.374174,70,0
Thu,Evening,Winter,81505,99508,35,Item1,Standard,FALSE,FALSE,FALSE,2308.079604,89,0
Fri,Afternoon,Fall,84039,58317,25,Item1,Expedited,FALSE,TRUE,FALSE,761.5829954,82,0
Wed,Afternoon,Spring,58079,95965,24,Item2,Standard,FALSE,TRUE,FALSE,1312.223946,94,1
Thu,Evening,Summer,71103,36272,13,Item2,Expedited,TRUE,TRUE,TRUE,482.159038,99,1
Wed,Evening,Fall,50166,83602,7,Item2,Overnight,FALSE,FALSE,FALSE,1165.658802,49,0
Mon,Night,Winter,6053,45315,36,Item1,Expedited,FALSE,TRUE,FALSE,616.23432,44,0
Mon,Evening,Winter,42265,47462,45,Item1,Expedited,TRUE,TRUE,TRUE,154.3859335,94,1
Thu,Night,Winter,911,43822,20,Item2,Standard,TRUE,FALSE,TRUE,1779.61301,90,1
Thu,Afternoon,Summer,77554,7439,1,Item3,Overnight,TRUE,TRUE,FALSE,1403.361815,45,0
Sat,Morning,Winter,40037,4743,8,Item4,Expedited,TRUE,TRUE,FALSE,1070.462011,75,0
Fri,Morning,Spring,23974,47872,46,Item4,Standard,TRUE,TRUE,TRUE,519.2185124,41,0
Sat,Morning,Spring,37137,13156,16,Item2,Expedited,FALSE,FALSE,TRUE,771.750438,38,0
Fri,Morning,Winter,19446,79517,14,Item3,Standard,TRUE,TRUE,TRUE,1518.920284,50,0
Sat,Afternoon,Fall,33904,63876,12,Item4,Overnight,FALSE,FALSE,TRUE,817.8946954,45,0
Wed,Morning,Winter,52567,65062,23,Item3,Overnight,TRUE,FALSE,FALSE,169.7381237,61,1
Thu,Evening,Spring,23138,43406,15,Item4,Standard,FALSE,TRUE,TRUE,469.2673438,60,1
Mon,Evening,Spring,94080,83616,28,Item4,Overnight,TRUE,TRUE,FALSE,527.1632245,42,0
Fri,Morning,Spring,41558,62219,34,Item1,Standard,TRUE,TRUE,FALSE,399.6200984,66,0
Fri,Evening,Fall,33410,27893,2,Item3,Standard,TRUE,TRUE,FALSE,624.2473796,32,0
Mon,Night,Fall,78414,6053,32,Item4,Overnight,FALSE,FALSE,TRUE,1688.74854,85,1
Sat,Afternoon,Fall,15333,35563,23,Item3,Overnight,FALSE,TRUE,FALSE,601.5494644,85,0
Fri,Morning,Spring,21531,10974,22,Item2,Standard,TRUE,FALSE,TRUE,294.1256083,35,1
Sun,Morning,Summer,35491,7936,25,Item2,Standard,FALSE,TRUE,FALSE,931.7391309,92,0
Wed,Afternoon,Winter,98520,13037,22,Item3,Overnight,FALSE,TRUE,TRUE,2318.560937,47,1
Thu,Evening,Winter,29306,20818,22,Item4,Overnight,FALSE,FALSE,TRUE,385.070015,96,1
Mon,Afternoon,Spring,70373,47872,49,Item2,Standard,TRUE,FALSE,FALSE,722.5459084,54,0
Thu,Afternoon,Fall,28520,3765,42,Item2,Standard,TRUE,FALSE,FALSE,668.8170442,60,0
Sun,Evening,Summer,33181,56529,6,Item4,Standard,TRUE,TRUE,TRUE,1708.055055,96,0
Fri,Afternoon,Summer,71044,37213,15,Item2,Overnight,FALSE,TRUE,FALSE,460.6766518,50,1
Fri,Evening,Fall,42164,55349,43,Item2,Expedited,FALSE,TRUE,TRUE,704.4954148,51,0
Sun,Evening,Winter,67111,66401,37,Item4,Standard,FALSE,FALSE,FALSE,128.5719796,73,0
Mon,Afternoon,Winter,72583,15345,33,Item3,Expedited,TRUE,FALSE,TRUE,690.4606732,91,0
Wed,Night,Summer,8735,15071,8,Item3,Overnight,TRUE,FALSE,FALSE,323.4634149,78,1
Tue,Evening,Summer,46404,3574,44,Item4,Expedited,FALSE,FALSE,TRUE,817.2833079,60,0
Mon,Afternoon,Fall,62452,63347,44,Item4,Expedited,TRUE,TRUE,FALSE,151.4106953,85,0
Tue,Evening,Winter,46342,57364,5,Item3,Standard,FALSE,FALSE,TRUE,593.5917635,73,0
Sun,Night,Summer,23413,57585,39,Item4,Expedited,TRUE,TRUE,TRUE,1349.458155,59,0
Sat,Night,Winter,33161,6057,4,Item3,Overnight,FALSE,FALSE,TRUE,1174.54113,47,0
Tue,Morning,Summer,37141,66526,6,Item3,Standard,TRUE,TRUE,FALSE,542.3545882,56,0
Wed,Evening,Fall,39192,27371,45,Item1,Expedited,FALSE,TRUE,FALSE,579.7362868,84,0
Sat,Evening,Winter,98108,54638,32,Item2,Expedited,TRUE,TRUE,TRUE,1550.732394,93,1
Tue,Afternoon,Summer,7054,54216,30,Item4,Expedited,FALSE,TRUE,FALSE,712.4971149,74,0
Sun,Evening,Summer,89017,10033,47,Item1,Expedited,TRUE,TRUE,FALSE,2201.111744,23,1
Sat,Morning,Summer,53923,65560,35,Item3,Standard,FALSE,TRUE,FALSE,430.8250633,29,0
Sun,Night,Summer,29671,47863,40,Item4,Standard,FALSE,TRUE,TRUE,412.5924007,66,1
Tue,Night,Fall,74572,2802,16,Item2,Standard,FALSE,FALSE,TRUE,1437.876675,94,1
Sun,Morning,Winter,88265,33542,13,Item3,Overnight,TRUE,FALSE,TRUE,1293.417123,33,0
Wed,Evening,Winter,54011,11722,42,Item1,Overnight,TRUE,FALSE,FALSE,1011.152708,57,0
Tue,Evening,Spring,8247,28311,30,Item3,Standard,TRUE,FALSE,FALSE,350.2718831,31,0
Tue,Morning,Winter,92283,99208,19,Item4,Standard,FALSE,FALSE,FALSE,1041.102391,64,0
Tue,Afternoon,Spring,63534,74747,17,Item2,Overnight,FALSE,FALSE,FALSE,460.2967934,36,1
Mon,Night,Summer,85621,43324,19,Item3,Expedited,TRUE,TRUE,TRUE,1636.199762,99,1
Mon,Morning,Fall,92653,60619,28,Item4,Standard,FALSE,TRUE,FALSE,1727.921017,54,1
Mon,Morning,Fall,85031,98027,26,Item4,Standard,TRUE,TRUE,FALSE,1094.348018,85,1
Wed,Evening,Summer,30322,43107,37,Item3,Expedited,FALSE,TRUE,TRUE,420.7432878,94,1
Sat,Night,Spring,52146,58429,26,Item2,Overnight,FALSE,FALSE,FALSE,436.957206,60,1
Sun,Evening,Summer,2646,74058,23,Item4,Overnight,TRUE,FALSE,FALSE,1471.535935,86,0
Fri,Morning,Fall,99722,41603,9,Item1,Standard,FALSE,TRUE,FALSE,3143.12539,48,0
Tue,Afternoon,Fall,46504,41751,12,Item1,Expedited,FALSE,FALSE,TRUE,323.7804143,37,1
Sun,Night,Winter,62994,14054,1,Item2,Overnight,FALSE,FALSE,FALSE,682.4371006,39,0
Tue,Morning,Spring,3852,17857,1,Item2,Expedited,FALSE,FALSE,TRUE,345.1525028,33,1
Wed,Morning,Winter,38361,59231,47,Item1,Expedited,FALSE,TRUE,FALSE,1296.410323,53,0
Tue,Afternoon,Fall,77541,59058,34,Item2,Standard,FALSE,TRUE,TRUE,1410.089317,68,0
Mon,Morning,Fall,53066,28373,32,Item1,Expedited,FALSE,FALSE,TRUE,733.7639125,73,1
Fri,Morning,Winter,15488,61833,48,Item3,Expedited,TRUE,FALSE,TRUE,416.8940077,50,0
Thu,Night,Winter,88267,58843,25,Item1,Expedited,TRUE,FALSE,TRUE,1030.264035,77,0
Tue,Night,Fall,28115,12204,40,Item2,Expedited,FALSE,TRUE,FALSE,618.5408539,61,1
Sun,Night,Winter,24846,72471,45,Item3,Expedited,FALSE,FALSE,TRUE,524.0907953,77,0
Mon,Evening,Winter,99102,17771,1,Item2,Standard,FALSE,FALSE,FALSE,2004.508571,49,0
Thu,Afternoon,Spring,37311,25162,16,Item1,Overnight,FALSE,TRUE,TRUE,290.5152859,44,1
Fri,Night,Fall,55319,54629,39,Item3,Overnight,TRUE,FALSE,TRUE,143.6924265,82,1
Thu,Evening,Summer,74427,11234,5,Item4,Expedited,FALSE,TRUE,TRUE,1186.487675,38,1
Mon,Evening,Spring,72852,89142,22,Item1,Standard,TRUE,TRUE,FALSE,1198.23527,91,0
Sat,Afternoon,Summer,12151,38057,29,Item3,Standard,TRUE,TRUE,TRUE,994.6965983,27,0
Sat,Afternoon,Winter,88023,14810,3,Item4,Expedited,FALSE,FALSE,TRUE,1797.251827,22,0
Thu,Morning,Winter,23843,99124,12,Item2,Expedited,TRUE,FALSE,TRUE,2202.980866,86,1
Wed,Evening,Summer,50321,64136,26,Item1,Overnight,FALSE,FALSE,FALSE,178.6189467,36,0
Sun,Night,Winter,11794,46366,16,Item3,Overnight,TRUE,TRUE,FALSE,709.8438085,33,1
Sun,Afternoon,Winter,94704,48837,37,Item4,Overnight,TRUE,FALSE,TRUE,1986.002746,28,0
Thu,Evening,Spring,66501,32148,22,Item3,Expedited,FALSE,FALSE,TRUE,1044.557856,81,1
Tue,Night,Summer,47611,13843,29,Item3,Overnight,TRUE,TRUE,FALSE,688.811924,40,1
Tue,Evening,Spring,73116,37129,14,Item1,Standard,TRUE,TRUE,TRUE,623.6673062,95,1
Sun,Afternoon,Summer,95441,13166,28,Item2,Standard,FALSE,FALSE,TRUE,2412.668955,56,0
Sun,Morning,Spring,72118,81252,5,Item4,Expedited,TRUE,TRUE,FALSE,760.4925128,30,1
Sat,Evening,Fall,49428,5161,47,Item2,Expedited,TRUE,FALSE,TRUE,656.6222685,39,0
Wed,Night,Fall,53508,84116,49,Item4,Overnight,FALSE,FALSE,FALSE,1159.914452,54,1
Mon,Afternoon,Summer,54835,24185,30,Item3,Standard,TRUE,FALSE,TRUE,835.0562932,72,0
Tue,Morning,Fall,40363,62983,46,Item4,Overnight,FALSE,TRUE,FALSE,226.3510689,66,0
Sun,Night,Spring,16855,17774,5,Item4,Standard,FALSE,FALSE,FALSE,96.1465658,94,1
Sat,Night,Summer,75135,79836,12,Item2,Overnight,FALSE,TRUE,TRUE,591.503326,71,0
Fri,Night,Fall,61016,45853,16,Item4,Expedited,TRUE,FALSE,TRUE,259.2209959,27,0
Sat,Evening,Fall,85029,12866,26,Item1,Standard,FALSE,TRUE,TRUE,2157.515275,23,0
Tue,Afternoon,Summer,49084,57441,26,Item2,Standard,TRUE,TRUE,FALSE,651.9563452,46,0
Tue,Night,Fall,63650,15691,48,Item2,Standard,TRUE,FALSE,TRUE,615.8039257,63,1
Sat,Evening,Fall,31082,14505,21,Item1,Overnight,TRUE,FALSE,FALSE,767.2915047,59,0
Mon,Afternoon,Summer,99144,66095,39,Item1,Overnight,FALSE,TRUE,FALSE,1311.903131,66,0
Thu,Afternoon,Fall,79756,93652,36,Item2,Overnight,FALSE,TRUE,TRUE,1032.262382,63,1
Tue,Evening,Fall,6074,53816,33,Item2,Standard,TRUE,FALSE,TRUE,933.6429021,67,0
Sat,Evening,Fall,5361,32399,30,Item2,Expedited,FALSE,TRUE,TRUE,1059.650284,71,0
Sun,Night,Fall,48761,67354,37,Item3,Overnight,FALSE,FALSE,TRUE,783.4375692,87,0
Sat,Afternoon,Winter,19717,4357,23,Item4,Standard,TRUE,FALSE,TRUE,431.9535884,30,0
Wed,Morning,Summer,56450,43609,10,Item1,Overnight,FALSE,FALSE,TRUE,600.3304514,96,0
Thu,Evening,Winter,42166,80229,5,Item3,Standard,FALSE,FALSE,TRUE,1059.656062,92,0
Fri,Afternoon,Winter,60609,59087,36,Item3,Standard,TRUE,FALSE,TRUE,1074.758995,23,1
Mon,Afternoon,Spring,78666,5342,34,Item3,Overnight,TRUE,TRUE,FALSE,1649.567824,95,0
Fri,Night,Winter,24465,80546,31,Item4,Standard,TRUE,TRUE,FALSE,1346.91782,92,0
Thu,Morning,Winter,39745,42635,10,Item3,Overnight,FALSE,TRUE,FALSE,369.1464664,96,1
Thu,Night,Spring,92173,13684,19,Item2,Standard,FALSE,FALSE,TRUE,2382.754652,67,0
Thu,Morning,Fall,94526,44683,32,Item1,Expedited,TRUE,FALSE,FALSE,2167.145599,45,0
Fri,Morning,Fall,47601,64432,1,Item4,Expedited,FALSE,TRUE,FALSE,424.6984318,96,1
Sun,Evening,Winter,46965,56671,5,Item4,Expedited,FALSE,TRUE,TRUE,690.4905209,58,0
